Price,Adj Close,Close,High,Low,Open,Volume
Ticker,GOOG,GOOG,GOOG,GOOG,GOOG,GOOG
Date,,,,,,
2012-01-03,16.532527923583984,16.573129653930664,16.641374588012695,16.24834632873535,16.262544631958008,147611217
2012-01-04,16.603836059570312,16.644611358642578,16.69367790222168,16.453826904296875,16.56366539001465,114989399
2012-01-05,16.373516082763672,16.413726806640625,16.537263870239258,16.344486236572266,16.491436004638672,131808205
2012-01-06,16.150156021118164,16.189817428588867,16.438385009765625,16.1840877532959,16.417213439941406,108119746
2012-01-09,15.465409278869629,15.503389358520508,16.114599227905273,15.472753524780273,16.102144241333008,233776981
2012-01-10,15.482304573059082,15.520325660705566,15.785831451416016,15.365158081054688,15.684959411621094,176483032
2012-01-11,15.552369117736816,15.59056282043457,15.675992965698242,15.470014572143555,15.529292106628418,96359832
2012-01-12,15.643800735473633,15.682218551635742,15.763166427612305,15.604011535644531,15.721571922302246,75289148
2012-01-13,15.528268814086914,15.56640338897705,15.615220069885254,15.468520164489746,15.598034858703613,92637933
2012-01-17,15.617464065551758,15.655817985534668,15.740501403808594,15.583588600158691,15.740501403808594,76658261
2012-01-18,15.725046157836914,15.763664245605469,15.790811538696289,15.49492073059082,15.607250213623047,110882061
2012-01-19,15.890517234802246,15.92954158782959,15.964909553527832,15.727548599243164,15.964909553527832,253157352
2012-01-20,14.559289932250977,14.595044136047363,14.719825744628906,14.488195419311523,14.708120346069336,424637703
2012-01-23,14.547611236572266,14.583337783813477,14.661544799804688,14.524558067321777,14.595293045043945,137027695
2012-01-24,14.433570861816406,14.469017028808594,14.637136459350586,14.396039962768555,14.603262901306152,122690156
2012-01-25,14.149335861206055,14.18408489227295,14.413723945617676,14.106624603271484,14.383835792541504,200255805
2012-01-26,14.114800453186035,14.149463653564453,14.308368682861328,14.06104564666748,14.246102333068848,129531704
2012-01-27,14.409967422485352,14.445355415344238,14.453824043273926,14.180100440979004,14.216214179992676,145242371
2012-01-30,14.353070259094238,14.38831901550293,14.445853233337402,14.28147029876709,14.397285461425781,93569411
2012-01-31,14.413196563720703,14.448593139648438,14.545479774475098,14.325056076049805,14.520572662353516,86017210
2012-02-01,14.431086540222168,14.46652603149414,14.582839965820312,14.424433708190918,14.568891525268555,93175942
2012-02-02,14.53742504119873,14.573125839233398,14.605504989624023,14.497658729553223,14.56714916229248,96950036
2012-02-03,14.816193580627441,14.852579116821289,14.871009826660156,14.64635181427002,14.711358070373535,127215053
2012-02-06,15.133223533630371,15.170388221740723,15.213725090026855,14.794795036315918,14.8197021484375,147735682
2012-02-07,15.075581550598145,15.112604141235352,15.177860260009766,15.03763484954834,15.122069358825684,83997668
2012-02-08,15.152105331420898,15.189316749572754,15.226676940917969,15.062044143676758,15.1591796875,73731331
2012-02-09,15.192106246948242,15.229415893554688,15.305132865905762,15.168146133422852,15.243364334106445,90927546
2012-02-10,15.054213523864746,15.091184616088867,15.146476745605469,15.04361343383789,15.140251159667969,93356617
2012-02-13,15.210492134094238,15.247846603393555,15.288694381713867,15.193551063537598,15.205506324768066,72924318
2012-02-14,15.149868965148926,15.187074661254883,15.242865562438965,15.062541961669922,15.231409072875977,72418428
2012-02-15,15.045517921447754,15.082467079162598,15.266029357910156,15.007746696472168,15.266029357910156,97399715
2012-02-16,15.06937026977539,15.106377601623535,15.163414001464844,14.88744831085205,15.014223098754883,101615457
2012-02-17,15.022660255432129,15.059553146362305,15.134023666381836,15.003762245178223,15.067771911621094,98331193
2012-02-21,15.25521469116211,15.292678833007812,15.38931655883789,15.015716552734375,15.040374755859375,99603946
2012-02-22,15.104650497436523,15.141744613647461,15.361920356750488,15.111109733581543,15.241869926452637,78974912
2012-02-23,15.059183120727539,15.096165657043457,15.141744613647461,14.952704429626465,15.118332862854004,82508106
2012-02-24,15.153348922729492,15.19056224822998,15.234148979187012,15.081221580505371,15.127050399780273,77714204
2012-02-27,15.138689041137695,15.175867080688477,15.251832008361816,15.070013999938965,15.108120918273926,72827958
2012-02-28,15.364286422729492,15.402018547058105,15.43639087677002,15.135269165039062,15.193053245544434,114330940
2012-02-29,15.360809326171875,15.39853286743164,15.581596374511719,15.330039024353027,15.40725040435791,125946315
2012-03-01,15.463918685913086,15.5018949508667,15.584087371826172,15.396041870117188,15.498408317565918,89843498
2012-03-02,15.435345649719238,15.473252296447754,15.541746139526367,15.450089454650879,15.491931915283203,63167885
2012-03-05,15.26142692565918,15.298906326293945,15.50413703918457,15.227423667907715,15.452829360961914,63970883
2012-03-06,15.030610084533691,15.067523002624512,15.163414001464844,14.790560722351074,15.144485473632812,127451937
2012-03-07,15.076326370239258,15.113350868225098,15.222691535949707,15.08993911743164,15.169390678405762,50769586
2012-03-08,15.0847749710083,15.121820449829102,15.230413436889648,15.102143287658691,15.194048881530762,54021731
2012-03-09,14.913588523864746,14.950213432312012,15.240374565124512,14.943985939025879,15.14199447631836,107224403
2012-03-12,15.035331726074219,15.07225513458252,15.118332862854004,14.925555229187012,14.943985939025879,67010233
2012-03-13,15.349130630493164,15.386825561523438,15.388569831848145,15.082218170166016,15.161918640136719,90168712
2012-03-14,15.304658889770508,15.342244148254395,15.511360168457031,15.279230117797852,15.317585945129395,117916329
2012-03-15,15.432364463806152,15.470264434814453,15.529292106628418,15.31335163116455,15.357437133789062,97769094
2012-03-16,15.529510498046875,15.567648887634277,15.589317321777344,15.443364143371582,15.464285850524902,122477361
2012-03-19,15.751630783081055,15.790313720703125,15.872257232666016,15.473003387451172,15.519827842712402,87237768
2012-03-20,15.739456176757812,15.778109550476074,15.842120170593262,15.623189926147461,15.714099884033203,61850967
2012-03-21,15.900704383850098,15.939753532409668,16.124311447143555,15.753701210021973,15.806004524230957,99154267
2012-03-22,16.051517486572266,16.0909366607666,16.1594295501709,15.716092109680176,15.902892112731934,96769361
2012-03-23,15.96555233001709,16.0047607421875,16.151958465576172,15.962668418884277,16.10463523864746,77898894
2012-03-26,16.133010864257812,16.172630310058594,16.176616668701172,15.928794860839844,16.06478500366211,73040752
2012-03-27,16.07561683654785,16.115097045898438,16.276491165161133,16.059804916381836,16.115346908569336,80588939
2012-03-28,16.292768478393555,16.332780838012695,16.40326690673828,16.216218948364258,16.239879608154297,101936657
2012-03-29,16.110153198242188,16.149717330932617,16.353452682495117,16.047351837158203,16.27499771118164,77260510
2012-03-30,15.93200969696045,15.971136093139648,16.276243209838867,15.96515941619873,16.2329044342041,92774443
2012-04-02,16.07313346862793,16.112606048583984,16.127052307128906,15.811734199523926,15.959429740905762,91710470
2012-04-03,15.96629524230957,16.00550651550293,16.138259887695312,15.906378746032715,16.074996948242188,82102591
2012-04-04,15.78070068359375,15.81945514678955,15.915345191955566,15.718583106994629,15.901646614074707,65348026
2012-04-05,15.710387229919434,15.748969078063965,15.851334571838379,15.655569076538086,15.746975898742676,93095642
2012-04-09,15.673614501953125,15.712106704711914,15.823938369750977,15.573875427246094,15.653326988220215,87635252
2012-04-10,15.574729919433594,15.6129789352417,15.803264617919922,15.55544376373291,15.778857231140137,99652126
2012-04-11,15.800825119018555,15.839629173278809,15.840624809265137,15.723564147949219,15.790064811706543,88289696
2012-04-12,16.17475128173828,16.214473724365234,16.26752471923828,15.946727752685547,15.998783111572266,231127086
2012-04-13,15.51857852935791,15.556690216064453,16.16416358947754,15.530288696289062,16.128297805786133,327595322
2012-04-16,15.058189392089844,15.095170021057129,15.537013053894043,14.985330581665039,15.516839027404785,228537416
2012-04-17,15.145149230957031,15.182342529296875,15.3845853805542,15.118581771850586,15.157187461853027,121409373
2012-04-18,15.092476844787598,15.129541397094727,15.26279067993164,15.0139741897583,15.144485473632812,107180238
2012-04-19,14.889984130859375,14.926551818847656,15.348967552185059,14.919079780578613,15.085704803466797,132277959
2012-04-20,14.809484481811523,14.845853805541992,15.164409637451172,14.840126037597656,15.049839973449707,122794545
2012-04-23,14.847745895385742,14.884209632873535,14.905381202697754,14.69990062713623,14.767148971557617,88241516
2012-04-24,14.938931465148926,14.975618362426758,15.109116554260254,14.877236366271973,14.900151252746582,77453230
2012-04-25,15.148876190185547,15.186079025268555,15.226676940917969,15.015716552734375,15.04361343383789,73117037
2012-04-26,15.291738510131836,15.329292297363281,15.392306327819824,15.18558120727539,15.215718269348145,84013728
2012-04-27,15.279563903808594,15.31708812713623,15.360922813415527,15.20799732208252,15.318083763122559,65701345
2012-04-30,15.027877807617188,15.064783096313477,15.34448528289795,14.959178924560547,15.267523765563965,96652926
2012-05-01,15.01744270324707,15.054323196411133,15.232902526855469,14.948719024658203,15.038381576538086,80392204
2012-05-02,15.087756156921387,15.124809265136719,15.145978927612305,14.959178924560547,14.97387409210205,64701612
2012-05-03,15.181175231933594,15.218457221984863,15.31335163116455,15.166900634765625,15.183588027954102,75000069
2012-05-04,14.832094192504883,14.868518829345703,15.14050006866455,14.864534378051758,15.09143352508545,88626955
2012-05-07,15.094961166381836,15.132031440734863,15.20724868774414,14.819453239440918,14.819453239440918,80079035
2012-05-08,15.225152015686035,15.262541770935059,15.364909172058105,14.961421012878418,15.081720352172852,107493407
2012-05-09,15.134713172912598,15.171881675720215,15.351957321166992,14.989067077636719,15.113849639892578,93501157
2012-05-10,15.2467679977417,15.284211158752441,15.347225189208984,15.19878101348877,15.266776084899902,61666277
2012-05-11,15.03731918334961,15.074248313903809,15.306378364562988,15.062790870666504,15.201769828796387,84290763
2012-05-14,15.006759643554688,15.04361343383789,15.155693054199219,14.9584321975708,14.96341323852539,73249532
2012-05-15,15.183411598205566,15.220699310302734,15.317585945129395,15.037385940551758,15.077237129211426,84399167
2012-05-16,15.62615966796875,15.664534568786621,15.693675994873047,15.340997695922852,15.39130973815918,194128926
2012-05-17,15.480067253112793,15.518083572387695,15.886702537536621,15.472753524780273,15.786578178405762,134654835
2012-05-18,14.917314529418945,14.953948974609375,15.751460075378418,14.861794471740723,15.569143295288086,239835606
2012-05-21,15.25794792175293,15.295418739318848,15.334772109985352,14.943985939025879,14.95668888092041,123477094
2012-05-22,14.927253723144531,14.963912010192871,15.287946701049805,14.8443603515625,15.278732299804688,122533571
2012-05-23,15.142416000366211,15.17960262298584,15.183090209960938,14.872255325317383,14.985081672668457,127600492
2012-05-24,14.998311996459961,15.035144805908203,15.240873336791992,14.915842056274414,15.172130584716797,75935562
2012-05-25,14.696934700012207,14.733027458190918,14.987074851989746,14.652079582214355,14.968893051147461,143813034
2012-05-29,14.76675033569336,14.803014755249023,14.922316551208496,14.653077125549316,14.839627265930176,104618672
2012-05-30,14.614943504333496,14.650835037231445,14.742241859436035,14.533774375915527,14.649091720581055,76553871
2012-05-31,14.431831359863281,14.467272758483887,14.69491958618164,14.420947074890137,14.663039207458496,119177037
2012-06-01,14.186355590820312,14.221195220947266,14.262789726257324,14.155691146850586,14.24137020111084,122774470
2012-06-04,14.375431060791016,14.410735130310059,14.45805835723877,14.197035789489746,14.202265739440918,97672734
2012-06-05,14.172194480895996,14.206998825073242,14.399277687072754,14.108866691589355,14.332528114318848,93946821
